#16x16 Script Table for Lunar SSS/SSSC v2.1
# Any program that uses this for SSS needs to insert a dot
# at entry number 769, and increment all entries by one 
# thereafter.  This entry was removed from SSSC.
#
904,	袋
905,	注
906,	丈
907,	井
908,	戸
909,	飲
910,	底
911,	孝
#
912,	根
913,	静
914,	向
915,	積
916,	荷
917,	魚
918,	恩
919,	躍
920,	聴
921,	姫
922,	教
923,	己
924,	誰
925,	獣
926,	和
927,	♥
#
928,	姉
929,	押
930,	頼
931,	留
932,	宿
933,	航
934,	酒
935,	巣
936,	途
937,	責
938,	任
939,	問
940,	題
941,	報
942,	告
943,	呪
#
944,	他
945,	観
946,	ぃ
947,	敬
948,	宰
949,	案
950,	拠
951,	奥
952,	姿
953,	釣
954,	堀
955,	毛
956,	程
957,	漁
958,	嫁
959,	達
#
960,	弁
961,	料
962,	断
963,	紹
964,	介
965,	昔
966,	客
967,	洗
968,	材
969,	犯
970,	末
971,	演
972,	種
973,	差
974,	提
975,	督
#
976,	景
977,	接
978,	妙
979,	罠
980,	疑
981,	難
982,	恥
983,	基
984,	二
985,	病
986,	借
987,	双
988,	称
989,	尊
990,	貴
991,	政
#
992,	公
993,	栄
994,	張
995,	学
996,	校
997,	席
998,	卒
999,	宴
1000,	昨
1001,	進
1002,	答
1003,	飯
1004,	薬
1005,	ぷ
1006,	片
1007,	豪
#
1008,	捕
1009,	届
1010,	文
1011,	句
1012,	飼
1013,	情
1014,	桟
1015,	橋
1016,	誇
1017,	右
1018,	永
1019,	様
1020,	契
1021,	角
1022,	過
1023,	造
#
1024,	協
1025,	旗
1026,	傷
1027,	横
1028,	再
1029,	貿
1030,	易
1031,	敷
1032,	泊
1033,	視
1034,	秀
1035,	浮
1036,	局
1037,	緊
1038,	像
1039,	魂
#
1040,	巨
1041,	振
1042,	油
1043,	掘
1044,	簡
1045,	氏
1046,	沈
1047,	創
1048,	共
1049,	嬢
1050,	幕
1051,	詩
1052,	骨
1053,	率
1054,	語
1055,	杯
#
1056,	酔
1057,	拳
1058,	制
1059,	職
1060,	ユ
1061,	甘
1062,	折
1063,	紙
1064,	幹
1065,	=
1066,	悲
1067,	建
1068,	逆
1069,	極
1070,	軒
1071,	営
#
1072,	背
1073,	象
1074,	徴
1075,	産
1076,	歴
1077,	史
1078,	殉
1079,	偶
1080,	疲
1081,	効
1082,	税
1083,	担
1084,	論
1085,	利
1086,	改
1087,	訂
#
1088,	版
1089,	域
1090,	争
1091,	判
1092,	例
1093,	抗
1094,	温
1095,	執
1096,	務
1097,	趣
1098,	艦
1099,	忙
1100,	兵
1101,	謝
1102,	国
1103,	党
#
1104,	侵
1105,	件
1106,	冗
1107,	影
1108,	授
1109,	召
1110,	刺
1111,	慮
1112,	与
1113,	胸
1114,	興
1115,	挑
1116,	更
1117,	鮮
1118,	怖
1119,	訓
#
1120,	禁
1121,	限
1122,	斧
1123,	五
1124,	Ｊ
1125,	Ｃ
1126,	偽
1127,	謁
1128,	Ｙ
1129,	唯
1130,	側
1131,	吉
1132,	塞
1133,	各
1134,	資
1135,	査
#
1136,	王
1137,	鼻
1138,	幼
1139,	憎
1140,	滅
1141,	騒
1142,	続
1143,	茶
1144,	求
1145,	満
1146,	質
1147,	読
1148,	位
1149,	唱
1150,	講
1151,	第
#  4-6
1152,	巻
1153,	豊
1154,	駆
1155,	針
1156,	頂
1157,	点
1158,	緑
1159,	叩
1160,	璧
1161,	吟
1162,	継
1163,	吟
1164,	凍
1165,	謎
1166,	慢
1167,	識
# 4-7
1168,	統
1169,	除
1170,	左
1171,	権
1172,	威
1173,	憶
1174,	響
1175,	窓
1176,	円
1177,	警
1178,	戒
1179,	讐
1180,	魅
1181,	微
1182,	競
1183,	歳
#
1184,	処
1185,	徒
1186,	抱
1187,	踏
1188,	充
1189,	閉
1190,	算
1191,	罰
1192,	害
1193,	射
1194,	征
1195,	肩
1196,	冊
1197,	順
1198,	罪
1199,	牢
#
1200,	扉
1201,	団
1202,	奏
1203,	－
1204,	般
1205,	評
1206,	価
1207,	凡
1208,	偉
1209,	吠
1210,	陰
1211,	謀
1212,	阻
1213,	枢
1214,	占
1215,	馬
#
1216,	囚
1217,	刑
1218,	穴
1219,	珍
1220,	非
1221,	賛
1222,	瞳
1223,	ヶ
1224,	月
1225,	災
1226,	績
1227,	誉
1228,	誌
1229,	固
1230,	悩
1231,	済
#
1232,	云
1233,	伸
1234,	省
1235,	鳴
1236,	含
1237,	純
1238,	妻
1239,	堂
1240,	腹
1241,	賃
1242,	荒
1243,	貯
1244,	台
1245,	徳
1246,	屈
1247,	奪
#
1248,	低
1249,	雲
1250,	ぺ
1251,	雨
1252,	沼
1253,	ヵ
1254,	鑑
1255,	額
1256,	招
1257,	歓
1258,	迎
1259,	灯
1260,	沖
1261,	夕
1262,	肌
1263,	又
#
1264,	墜
1265,	★
1266,	際
1267,	米
1268,	忍
1269,	条
1270,	盛
1271,	況
1272,	整
1273,	菜
1274,	庫
1275,	週
1276,	岸
1277,	沿
1278,	裏
1279,	字
#
1280,	♫
1281,	拾
1282,	剤
1283,	軟
1284,	泳
1285,	工
1286,	吸
1287,	砂
1288,	丘
1289,	拾
1290,	寒
1291,	床
1292,	脳
1293,	択
1294,	因
1295,	芸
#
1296,	♪
1297,	秒
1298,	棲
1299,	誓
1300,	漠
1301,	託
1302,	志
1303,	闇
1304,	龑
1305,	慣
1306,	干
1307,	植
1308,	区
1309,	便
1310,	脚
1311,	構
#
1312,	標
1313,	扳
1314,	♬
1315,	谷
1316,	老
1317,	詞
1318,	互
1319,	序
1320,	忠
1321,	誠
1322,	迂
1323,	財
1324,	嫌
1325,	腰
1326,	博
1327,	十
#
1328,	故
1329,	富
1330,	補
1331,	症
1332,	牛
1333,	損
1334,	丸
1335,	寸
1336,	独
1337,	了
1338,	蜃
1339,	楼
1340,	Ｆ
1341,	刊
1342,	割
1343,	粧
#
1344,	募
1345,	暑
1346,	牧
1347,	畜
1348,	看
1349,	冬
1350,	盤
1351,	坑
1352,	薄
1353,	墓
1354,	芝
1355,	埋
1356,	ヲ
1357,	包
1358,	伏
1359,	環
#
1360,	秩
1361,	散
1362,	悟
1363,	操
1364,	等
1365,	惑
1366,	叫
1367,	醒
1368,	郷
1369,	甲
1370,	板
1371,	到
1372,	猿
1373,	催
1374,	臓
1375,	儲
#
1376,	給
1377,	隊
1378,	宣
1379,	皿
1380,	滴
1381,	欠
1382,	香
1383,	須
1384,	収
1385,	類
1386,	照
1387,	筋
1388,	煮
1389,	釜
1390,	岩
1391,	雰
#
1392,	即
1393,	抵
1394,	衛
1395,	枚
1396,	劇
1397,	汗
1398,	揺
1399,	倉
1400,	慨
1401,	描
1402,	帯
1403,	奴
1404,	握
1405,	被
1406,	科
1407,	田
#
1408,	舎
1409,	訳
1410,	童
1411,	臭
1412,	揮
1413,	粋
1414,	健
1415,	惨
1416,	濯
1417,	尽
1418,	柔
1419,	遣
1420,	映
1421,	築
1422,	辞
1423,	典
#
1424,	匂
1425,	紫
1426,	乳
1427,	康
1428,	候
1429,	冠
1430,	Ｘ
1431,	☼
1432,	○
1433,	●
1434,	紳
1435,	潮
1436,	笠
1437,	嘆
1438,	噂
1439,	綺
#
1440,	麗
1441,	汝
1442,	帆
1443,	翔
1444,	♄
1445,	✫
1446,	☽
1447,	胆
1448,	舟
1449,	妖
1450,	季
1451,	節
1452,	齢
1453,	夏
1454,	滝
1455,	輸
#
1456,	管
1457,	否
1458,	軍
1459,	柄
1460,	舌
1461,	稼
1462,	討
1463,	縁
1464,	ヅ
1465,	洋
1466,	系
1467,	賞
1468,	貼
1469,	編
1470,	Ｗ
1471,	透
#
1472,	為
1473,	踊
1474,	瓶
1475,	礎
1476,	触
1477,	柯
1478,	遺
1479,	策
1480,	棚
1481,	厳
# END OF SSS TEXT, SSSC Continues
1482,	F
1483,	i
1484,	g
1485,	h
1486,	t
1487,	n
#
1488,	S
1489,	p
1490,	r
1491,	s
1492,	N
1493,	o
1494,	a
1495,	d
1496,	G
1497,	，
1498,	T
1499,	v
1500,	e
1501,	l
1502,	u
1503,	I
#
1504,	D
1505,	k
1506,	寂
1507,	M
1508,	y
1509,	C
1510,	H
1511,	U
1512,	B
1513,	弔
1514,	鐘
1515,	P
1516,	'
1517,	m
1518,	R
1519,	c
#
1520,	f
1521,	胎
1522,	刃
1523,	W
1524,	V
1525,	狙
1526,	傑
1527,	企
